Weight,Temp,PA,TO Climb Rate,MCP Climb Rate,OEI Climb Rate
3000,10,18000,278,278,-426
3000,15,0,1945,1620,534
3000,15,1000,1853,1620,480
3000,15,2000,1760,1620,426
3000,15,3000,1667,1620,372
3000,15,4000,1574,1574,318
3000,15,5000,1480,1480,264
3000,15,6000,1387,1387,210
3000,15,7000,1293,1293,156
3000,15,8000,1199,1199,101
3000,15,9000,1105,1105,47
3000,15,10000,1011,1011,-7
3000,15,11000,916,916,62
3000,15,12000,822,822,-116
3000,15,13000,727,727,-170
3000,15,14000,633,633,-225
3000,15,15000,538,538,-279
3000,15,16000,443,443,-333
3000,15,17000,348,348,-387
3000,15,18000,253,253,-441
3000,20,0,1924,1598,520
3000,20,1000,1831,1598,466
3000,20,2000,1738,1598,412
3000,20,3000,1645,1598,358
3000,20,4000,1552,1552,304
3000,20,5000,1458,1458,249
3000,20,6000,1364,1364,195
3000,20,7000,1270,1270,141
3000,20,8000,1176,1176,86
3000,20,9000,1081,1081,32
3000,20,10000,987,987,-22
3000,20,11000,892,892,-77
3000,20,12000,798,798,-131
3000,20,13000,703,703,-185
3000,20,14000,608,608,-240
3000,20,15000,513,513,-294
3000,20,16000,418,418,-348
3000,20,17000,323,323,-403
3000,20,18000,228,228,-457
3000,25,0,1904,1576,506
3000,25,1000,1810,1576,452
3000,25,2000,1717,1576,398
3000,25,3000,1623,1576,344
3000,25,4000,1529,1529,289
3000,25,5000,1435,1435,235
3000,25,6000,1341,1341,180
3000,25,7000,1247,1247,126
3000,25,8000,1153,1153,72
3000,25,9000,1058,1058,17
3000,25,10000,963,963,-37
3000,25,11000,868,868,-92
3000,25,12000,774,774,-146
3000,25,13000,679,679,-200
3000,25,14000,584,584,-255
3000,25,15000,489,489,-309
3000,25,16000,393,393,-363
3000,25,17000,298,298,-418
3000,25,18000,203,203,-472
3000,30,0,1883,1554,492
3000,30,1000,1789,1554,438
3000,30,2000,1695,1554,384
3000,30,3000,1601,1554,329
3000,30,4000,1507,1507,275
3000,30,5000,1413,1413,220
3000,30,6000,1319,1319,166
3000,30,7000,1224,1224,111
3000,30,8000,1130,1130,57
3000,30,9000,1035,1035,2
3000,30,10000,940,940,-52
3000,30,11000,845,845,-106
3000,30,12000,750,750,-161
3000,30,13000,655,655,-215
3000,30,14000,560,560,-270
3000,30,15000,464,464,-324
3000,30,16000,369,369,-378
3000,30,17000,274,274,-432
3000,30,18000,179,179,-487
3000,35,0,1862,1533,479
3000,35,1000,1768,1533,424
3000,35,2000,1674,1533,370
3000,35,3000,1580,1533,315
3000,35,4000,1485,1485,261
3000,35,5000,1391,1391,206
3000,35,6000,1296,1296,152
3000,35,7000,1201,1201,97
3000,35,8000,1107,1107,42
3000,35,9000,1012,1012,-12
3000,35,10000,917,917,-67
3000,35,11000,821,821,-121
3000,35,12000,726,726,-176
3000,35,13000,631,631,-230
3000,35,14000,536,536,-284
3000,35,15000,440,440,-339
3000,35,16000,345,345,-393
3000,35,17000,250,250,-447
3000,35,18000,154,154,-501
3000,40,0,1841,1511,465
3000,40,1000,1747,1511,410
3000,40,2000,1653,1511,356
3000,40,3000,1558,1511,301
3000,40,4000,1464,1464,247
3000,40,5000,1369,1369,192
3000,40,6000,1274,1274,137
3000,40,7000,1179,1179,83
3000,40,8000,1084,1084,28
3000,40,9000,989,989,-26
3000,40,10000,893,893,-81
3000,40,11000,798,798,-136
3000,40,12000,703,703,-190
3000,40,13000,607,607,-244
3000,40,14000,512,512,-299
3000,40,15000,417,417,-353
3000,40,16000,321,321,-407
3000,40,17000,226,226,-462
3000,40,18000,130,130,-516
3000,45,0,1820,1489,451
3000,45,1000,1726,1489,397
3000,45,2000,1631,1489,342
3000,45,3000,1537,1489,287
3000,45,4000,1442,1442,233
3000,45,5000,1347,1347,178
3000,45,6000,1252,1252,123
3000,45,7000,1157,1157,69
3000,45,8000,1061,1061,14
3000,45,9000,966,966,-41
3000,45,10000,871,871,-95
3000,45,11000,775,775,-150
3000,45,12000,680,680,-204
3000,45,13000,584,584,-259
3000,45,14000,489,489,-313
3000,45,15000,393,393,-368
3000,45,16000,298,298,-422
3000,45,17000,202,202,-476
3000,45,18000,107,107,-530
3000,50,0,1800,1468,438
3000,50,1000,1705,1468,383
3000,50,2000,1610,1468,328
3000,50,3000,1515,1468,274
3000,50,4000,1420,1420,219
3000,50,5000,1325,1325,164
3000,50,6000,1230,1230,109
3000,50,7000,1134,1134,55
3000,50,8000,1039,1039,0
3000,50,9000,943,943,-55
3000,50,10000,848,848,-109
3000,50,11000,752,752,-164
3000,50,12000,657,657,-218
3000,50,13000,561,561,-273
3000,50,14000,466,466,-327
3000,50,15000,370,370,-382
3000,50,16000,274,274,-436
3000,50,17000,179,179,-490
3000,50,18000,83,83,-544
